id	url	source	notes
9034	https://websearch.placeholder	websearch	Raytheon Technologies (RTX) | site:careers.rtx.com "Strategy" OR "Operations" OR "Business Analyst" OR "Financial Analyst" OR "Program Manager" OR "Business Operations" entry level 2026 OR 2027 | https://careers.rtx.com
9035	https://websearch.placeholder	websearch	Northrop Grumman | site:northropgrumman.com/careers "Strategy" OR "Operations" OR "Business Analyst" OR "Financial Analyst" OR "Program Manager" OR "Business Operations" entry level 2026 OR 2027 | https://www.northropgrumman.com/careers
9036	https://websearch.placeholder	websearch	Lockheed Martin | site:lockheedmartin.com/careers "Strategy" OR "Operations" OR "Business Analyst" OR "Financial Analyst" OR "Program Manager" OR "Business Operations" entry level 2026 OR 2027 | https://www.lockheedmartin.com/en-us/careers.html
9037	https://websearch.placeholder	websearch	Boeing | site:careers.boeing.com "Strategy" OR "Operations" OR "Business Analyst" OR "Financial Analyst" OR "Program Manager" OR "Business Operations" entry level 2026 OR 2027 | https://careers.boeing.com
9038	https://websearch.placeholder	websearch	General Dynamics | site:gd.com/careers "Strategy" OR "Operations" OR "Business Analyst" OR "Financial Analyst" OR "Program Manager" OR "Business Operations" entry level 2026 OR 2027 | https://www.gd.com/careers
9039	https://websearch.placeholder	websearch	L3Harris Technologies | site:l3harris.com/careers "Strategy" OR "Operations" OR "Business Analyst" OR "Financial Analyst" OR "Program Manager" entry level 2026 OR 2027 | https://www.l3harris.com/careers
9040	https://websearch.placeholder	websearch	BAE Systems | site:baesystems.com/careers "Strategy" OR "Operations" OR "Business Analyst" OR "Financial Analyst" OR "Program Manager" entry level 2026 OR 2027 | https://www.baesystems.com/en/careers
9041	https://websearch.placeholder	websearch	Weave | site:jobs.ashbyhq.com/weave "Analyst" OR "Strategy" OR "Operations" OR "Product Manager" | https://jobs.ashbyhq.com/weave
9042	https://websearch.placeholder	websearch	Pare | site:jobs.lever.co/pare "Analyst" OR "Strategy" OR "Operations" OR "Associate" | https://jobs.lever.co/pare
9043	https://websearch.placeholder	websearch	Earn | site:jobs.lever.co/earn "Analyst" OR "Strategy" OR "Operations" OR "Associate" | https://jobs.lever.co/earn
9044	https://websearch.placeholder	websearch	Qualtrics | site:qualtrics.com/careers "Analyst" OR "Strategy" OR "Operations" OR "Associate Product Manager" entry level 2027 | https://www.qualtrics.com/careers/us/en/search-results
9045	https://websearch.placeholder	websearch	Instructure (Canvas) | site:jobs.lever.co/instructure "Analyst" OR "Strategy" OR "Operations" OR "Product Manager" | https://jobs.ashbyhq.com/instructure
9046	https://websearch.placeholder	websearch	Goldman Sachs Salt Lake City | site:higher.gs.com "Salt Lake City" "Analyst" OR "Operations" OR "Strategy" 2027 | https://higher.gs.com/roles
9047	https://websearch.placeholder	websearch	OpenAI | site:openai.com/careers "Product Manager" OR "APM" OR "Strategy" OR "Operations" early career | https://openai.com/careers
9048	https://websearch.placeholder	websearch	Salesforce | site:careers.salesforce.com "Associate Product Manager" OR "Business Analyst" OR "Strategy" entry level 2026 | https://careers.salesforce.com
9049	https://websearch.placeholder	websearch	Nanon | site:jobs.ashbyhq.com/nanon "Analyst" OR "Strategy" OR "Operations" OR "Product Manager" | https://jobs.ashbyhq.com/nanon
9050	https://websearch.placeholder	websearch	Liebert | site:jobs.ashbyhq.com/liebert | https://jobs.ashbyhq.com/liebert
9051	https://websearch.placeholder	websearch	Scale AI | site:scale.com/careers "Forward Deployed" OR "Operations" OR "Strategis" entry level 2026 OR 2027 | https://scale.com/careers
9052	https://websearch.placeholder	websearch	Anduril | site:anduril.com/careers "Forward Deployed" OR "Business Operations" OR "Strategy" entry level 2026 OR 2027 | https://anduril.com/careers
9053	https://websearch.placeholder	websearch	Applied Intuition | site:appliedintuition.com/careers "Forward Deployed" OR "Solutions Engineer" entry level 2026 OR 2027 | https://appliedintuition.com/careers
9054	https://websearch.placeholder	websearch	Jane Street | site:janestreet.com/careers "Quantitative Research" OR "Quantitative Trade" OR "Software Engineer" undergraduate 2026 OR 2027 | https://janestreet.com/careers
9055	https://websearch.placeholder	websearch	Citadel / Citadel Securities | site:citadel.com/careers "Quantitative Research" OR "Investment Analyst" OR "Quantitative Developer" undergraduate 2026 OR 2027 | https://citadel.com/careers
9056	https://websearch.placeholder	websearch	Two Sigma | site:twosigma.com/careers "Quantitative Research" OR "Data Science" OR "Software Engineer" undergraduate 2026 OR 2027 | https://twosigma.com/careers
9057	https://websearch.placeholder	websearch	D.E. Shaw | site:deshaw.com/careers "Quantitative Analyst" OR "Quantitative Research" undergraduate 2026 OR 2027 | https://deshaw.com/careers
9058	https://websearch.placeholder	websearch	Bridgewater | site:bridgewater.com/careers "Investment Associate" OR "Analyst" undergraduate 2026 OR 2027 | https://bridgewater.com/careers
9059	https://websearch.placeholder	websearch	Point72 | site:point72.com/careers "Academy" OR "Quantitative Research" OR "Investment Analyst" undergraduate 2026 OR 2027 | https://point72.com/careers
9060	https://websearch.placeholder	websearch	Robinhood | site:careers.robinhood.com "Strategy" OR "Operations" OR "Business Analyst" OR "Product Manager" OR "Benchmarking" OR "Analyst" entry level 2026 OR 2027 | https://careers.robinhood.com
9061	https://websearch.placeholder	websearch	Stripe | site:stripe.com/jobs "Strategy" OR "Operations" OR "Business Analyst" OR "Product Manager" OR "Analyst" entry level 2026 OR 2027 | https://stripe.com/jobs
9062	https://websearch.placeholder	websearch	Plaid | site:plaid.com/careers "Strategy" OR "Operations" OR "Business Analyst" OR "Product Manager" OR "Analyst" entry level 2026 OR 2027 | https://plaid.com/careers
9063	https://websearch.placeholder	websearch	Affirm | site:affirm.com/careers "Strategy" OR "Operations" OR "Business Analyst" OR "Product Manager" OR "Analyst" entry level 2026 OR 2027 | https://www.affirm.com/careers
9064	https://websearch.placeholder	websearch	Chime | site:chime.com/careers "Strategy" OR "Operations" OR "Business Analyst" OR "Product Manager" OR "Analyst" entry level 2026 OR 2027 | https://www.chime.com/careers
9065	https://websearch.placeholder	websearch	SoFi | site:sofi.com/careers "Strategy" OR "Operations" OR "Business Analyst" OR "Product Manager" OR "Analyst" entry level 2026 OR 2027 | https://www.sofi.com/careers
9066	https://websearch.placeholder	websearch	Coinbase | site:coinbase.com/careers "Strategy" OR "Operations" OR "Business Analyst" OR "Product Manager" OR "Analyst" entry level 2026 OR 2027 | https://www.coinbase.com/careers
9067	https://websearch.placeholder	websearch	Wise (TransferWise) | site:wise.com/jobs "Strategy" OR "Operations" OR "Business Analyst" OR "Product Manager" OR "Analyst" entry level 2026 OR 2027 | https://wise.com/jobs
9068	https://websearch.placeholder	websearch	Ramp | site:ramp.com/careers "Strategy" OR "Operations" OR "Business Analyst" OR "Product Manager" OR "Analyst" entry level 2026 OR 2027 | https://ramp.com/careers
9069	https://websearch.placeholder	websearch	Brex | site:brex.com/careers "Strategy" OR "Operations" OR "Business Analyst" OR "Product Manager" OR "Analyst" entry level 2026 OR 2027 | https://www.brex.com/careers
9070	https://websearch.placeholder	websearch	Mercury | site:mercury.com/careers "Strategy" OR "Operations" OR "Business Analyst" OR "Product Manager" OR "Analyst" entry level 2026 OR 2027 | https://mercury.com/careers
9071	https://websearch.placeholder	websearch	Toast | site:toasttab.com/careers "Strategy" OR "Operations" OR "Business Analyst" OR "Product Manager" OR "Analyst" entry level 2026 OR 2027 | https://www.toasttab.com/careers
9072	https://websearch.placeholder	websearch	Marqeta | site:marqeta.com/careers "Strategy" OR "Operations" OR "Business Analyst" OR "Product Manager" OR "Analyst" entry level 2026 OR 2027 | https://www.marqeta.com/careers
9073	https://websearch.placeholder	websearch	Checkout.com | site:checkout.com/careers "Strategy" OR "Operations" OR "Business Analyst" OR "Product Manager" OR "Analyst" entry level 2026 OR 2027 | https://www.checkout.com/careers
9074	https://websearch.placeholder	websearch	Adyen | site:adyen.com/careers "Strategy" OR "Operations" OR "Business Analyst" OR "Product Manager" OR "Analyst" entry level 2026 OR 2027 | https://www.adyen.com/careers
